Dispute no,Creation Date,Assigned User,Invoice Amount,Trx Type,Dispute Status,Dispute Amount,Reason Code,Requester,Days Pending,Inv Creation Date,Notified Date,Approval Date,Credit Memo Creation Date,Credit Memo Amount,New Invoice Amount,Country,Customer Number,Activity Status,Activity Result,Updated Activity Result,Recipient Team - Broad Level
13.2212106811919-D,15-12-2020,?IREC360@.com,4457.88,Lic C1-TT,COMPLETE,-4457.88,29-Credit,MARCE183@.com,0.28,29-12-2017,16-12-2020,16-12-2020,16-12-2020,-4457.88,,MX,14.4073584432091-C,COMPLETE,APPROVED,Approved,AR
13.2212108941082-D,15-12-2020,?IREC359@.com,30526351,Proje1-TT,PENDING_APPROVAL,-1,4-Rebill,JOSE.141@.com,2.79,05-11-2020,26-12-2020,,,,,CL,14.4546779368428-C,NOTIFIED,,Pending Approval,Project Accounting
13.2212111070244-D,15-12-2020,?OM-C341@.com,22089.21,S/Paa1-TT,PENDING_APPROVAL,-0.01,25-Rebill,ESTHE111@.com,3.47,07-10-2020,25-12-2020,,,,,US,14.3887778390149-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2212113199406-D,15-12-2020,?OM-C341@.com,15949.81,S/Paa1-TT,PENDING_APPROVAL,-0.01,25-Rebill,ESTHE111@.com,3.47,27-10-2020,25-12-2020,,,,,US,14.3887778390149-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2212115328568-D,15-12-2020,?OKSA350@.com,7222.62,Invoi1-TT,COMPLETE,-7222.62,9-Credit,RAVI.262@.com,5.5,23-12-2019,23-12-2020,,23-12-2020,-7222.62,,US,14.3867013577256-C,NOTIFIED,,Approved,OKS
13.2212117457729-D,15-12-2020,?OKSA350@.com,77.09,Invoi1-TT,COMPLETE,-77.09,9-Credit,RAVI.262@.com,1.85,23-12-2019,16-12-2020,18-12-2020,16-12-2020,-77.09,,US,14.3867013577256-C,COMPLETE,COMPLETE,Approved,OKS
13.2212119586889-D,15-12-2020,?IREC348@.com,2701.86,Invoi1-TT,COMPLETE,-2701.86,32-Credit,HEMAV126@.com,0.09,22-02-2020,17-12-2020,17-12-2020,17-12-2020,-2701.86,,US,10.8195721609299-C,COMPLETE,APPROVED,Approved,AR
13.2212121716049-D,15-12-2020,?IREC348@.com,2422.42,Invoi1-TT,COMPLETE,-2422.42,32-Credit,HEMAV126@.com,0.09,09-03-2020,17-12-2020,17-12-2020,17-12-2020,-2422.42,,US,14.2617675032736-C,COMPLETE,APPROVED,Approved,AR
13.2212123845208-D,15-12-2020,?IREC348@.com,2120.43,Invoi1-TT,COMPLETE,-2120.43,32-Credit,HEMAV126@.com,0.16,01-02-2020,18-12-2020,18-12-2020,18-12-2020,-2120.43,,US,14.2831101149028-C,COMPLETE,APPROVED,Approved,AR
13.2212125974367-D,15-12-2020,?IREC348@.com,739666.14,Syste1-TT,PENDING_APPROVAL,-0.01,2-Rebill,AGILA6@.com,3.46,25-08-2020,25-12-2020,,,,,US,14.2437097738583-C,NOTIFIED,,Pending Approval,AR
13.2212128103525-D,15-12-2020,?CLOU344@.com,5.85,S/Paa1-TT,COMPLETE,-5.85,32-Credit,ERIKA109@.com,0.89,09-10-2020,17-12-2020,18-12-2020,17-12-2020,-5.85,,BR,14.5110218311558-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212130232683-D,15-12-2020,?CLOU344@.com,1208.45,S/Paa1-TT,COMPLETE,-1208.45,32-Credit,ERIKA109@.com,0.89,09-10-2020,17-12-2020,18-12-2020,17-12-2020,-1208.45,,BR,14.5110218311558-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212132361841-D,15-12-2020,?CLOU344@.com,564.34,S/Paa1-TT,COMPLETE,-564.34,32-Credit,ERIKA109@.com,0.89,05-11-2020,17-12-2020,18-12-2020,17-12-2020,-564.34,,BR,14.5110218311558-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212134490997-D,15-12-2020,?CLOU344@.com,5879969.37,B-S/P1-TT,COMPLETE,-0.01,4-Rebill,KARLA148@.com,0,04-12-2020,21-12-2020,21-12-2020,18-12-2020,-5879969.37,913528.05,CO,14.0180377023395-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212136620154-D,15-12-2020,?IREC352@.com,16689.42,Invoi1-TT,COMPLETE,-8205.88,2-Rebill,RAVI.261@.com,4.85,23-12-2019,24-12-2020,,21-12-2020,-16689.42,,AU,14.1175860911456-C,NOTIFIED,,Approved,OKS
13.2212138749309-D,15-12-2020,?IREC348@.com,2396.64,Syste1-TT,COMPLETE,-338.6,40-Credit,CARRI62@.com,0.03,09-12-2019,28-12-2020,28-12-2020,28-12-2020,-338.59,,US,14.4046714300538-C,COMPLETE,COMPLETE,Approved,AR
13.2212140878464-D,15-12-2020,?IREC360@.com,3240714.82,S/Paa1-TT,COMPLETE,-56979.97,20-Credit,YOLAN336@.com,3.09,29-11-2020,21-12-2020,24-12-2020,21-12-2020,-56979.97,,MX,14.1498307771223-C,COMPLETE,COMPLETE,Approved,AR
13.2212143007619-D,15-12-2020,?OM-C341@.com,44362.2,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,PRATH239@.com,6.75,05-12-2020,22-12-2020,,22-12-2020,-44362.2,,SG,14.2915910360616-C,NOTIFIED,,Approved,GOM CMRB
13.2212145136773-D,15-12-2020,?CLOU344@.com,590.88,S/Paa1-TT,COMPLETE,-182.2,16-Credit,CARLO61@.com,0.96,04-10-2020,17-12-2020,18-12-2020,17-12-2020,-182.2,,PT,14.252491203253-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212147265927-D,15-12-2020,?IREC358@.com,3071115.85,Sup C1-TT,COMPLETE,-61067.21,28-Credit,VIRGI327@.com,6,03-06-2020,22-12-2020,28-12-2020,28-12-2020,-70837.96,,DE,14.1488536532255-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.221214939508-D,16-12-2020,?IREC358@.com,4738922.01,Invoi1-TT,COMPLETE,-250276.42,16-Credit,CRIST76@.com,4.02,18-04-2018,18-12-2020,22-12-2020,22-12-2020,-285315.12,,ZA,14.0784012953387-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212151524232-D,16-12-2020,?IREC358@.com,14607057.52,Invoi1-TT,COMPLETE,-764733.51,16-Credit,CRIST76@.com,4.84,18-04-2018,23-12-2020,28-12-2020,28-12-2020,-879443.54,,ZA,14.0784012953387-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212153653385-D,16-12-2020,?OM-C367@.com,4072.26,Lic C1-TT,COMPLETE,-0.01,4-Rebill,IRINA130@.com,6.85,20-08-2020,22-12-2020,,22-12-2020,-4072.26,,IT,14.5024320151235-C,NOTIFIED,,Approved,GOM CMRB
13.2212155782536-D,16-12-2020,?IREC356@.com,814200.81,S/Paa1-TT,NOT_APPROVED,-814200.81,42-Credit,MIRCE205@.com,1.93,17-04-2019,16-12-2020,18-12-2020,,,,HU,14.3929804462535-C,COMPLETE,REJECTED,Rejected,AR
13.2212157911687-D,16-12-2020,?IREC356@.com,814202.08,S/Paa1-TT,NOT_APPROVED,-814202.08,42-Credit,MIRCE205@.com,1.93,17-04-2020,16-12-2020,18-12-2020,,,,HU,14.3929804462535-C,COMPLETE,REJECTED,Rejected,AR
13.2212160040838-D,16-12-2020,?IREC343@.com,103452.61,Invoi1-TT,COMPLETE,-103452.61,9-Credit,DIANA91@.com,2.12,27-11-2020,21-12-2020,23-12-2020,21-12-2020,-103452.61,,SE,14.0709582577363-C,COMPLETE,COMPLETE,Approved,OKS
13.2212162169988-D,16-12-2020,?IREC343@.com,875.11,Invoi1-TT,COMPLETE,-0.01,3-Rebill,ROZAL275@.com,0.19,30-11-2020,21-12-2020,21-12-2020,17-12-2020,-875.11,875.11,TR,14.482438832806-C,COMPLETE,COMPLETE,Approved,OKS
13.2212164299137-D,16-12-2020,?IREC383@.com,67100,Invoi1-TT,PENDING_APPROVAL,-47928.57,10-Credit,RAVI.261@.com,5.12,13-08-2020,23-12-2020,,,,,AU,11.7896020987911-C,NOTIFIED,,Pending Approval,Cash Apps
13.2212166428286-D,16-12-2020,?IREC352@.com,67100,Invoi1-TT,COMPLETE,-67100,10-Credit,RAVI.261@.com,0.21,12-11-2020,28-12-2020,,,,,AU,11.7896020987911-C,NOTIFIED,,Approved,OKS
13.2212168557434-D,16-12-2020,IULIA131@.com,312.97,Invoi1-TT,NOT_APPROVED,-0.01,14-Rebill,CRIST80@.com,0.82,10-11-2020,16-12-2020,17-12-2020,,,,DE,14.488351250174-C,COMPLETE,REJECTED,Rejected,Collections
13.2212170686582-D,16-12-2020,IULIA131@.com,312.97,Invoi1-TT,NOT_APPROVED,-0.01,14-Rebill,CRIST80@.com,0.82,10-11-2020,16-12-2020,17-12-2020,,,,DE,14.488351250174-C,COMPLETE,REJECTED,Rejected,Collections
13.221217281573-D,16-12-2020,?OMAP372@.com,60077,S/Paa1-TT,COMPLETE,-0.01,2-Rebill,SAJIN279@.com,0.98,07-12-2020,23-12-2020,23-12-2020,23-12-2020,-60077,,US,14.3640463088862-C,COMPLETE,COMPLETE,Approved,GOM CMRB
13.2212174944876-D,16-12-2020,?OM-C341@.com,58380.16,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,ROZAL275@.com,4.73,07-12-2020,24-12-2020,,23-12-2020,-58380.16,,TR,14.2048245297274-C,NOTIFIED,,Approved,GOM CMRB
13.2212177074023-D,16-12-2020,?IREC356@.com,16229.1,Invoi1-TT,COMPLETE,-4267.01,9-Credit,ANA.M27@.com,0.59,04-12-2020,16-12-2020,17-12-2020,17-12-2020,-4949.73,,DE,14.3919059632074-C,COMPLETE,APPROVED,Approved,AR
13.2212179203168-D,16-12-2020,?CLOU344@.com,3000,S/Paa1-TT,COMPLETE,-1500,9-Credit,STANL298@.com,2.85,02-11-2020,18-12-2020,21-12-2020,18-12-2020,-1500,,US,14.4846043051951-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212181332314-D,16-12-2020,?IREC348@.com,640864.64,Invoi1-TT,COMPLETE,-0.01,25-Rebill,ABHIJ3@.com,1.01,13-11-2020,23-12-2020,24-12-2020,,,,US,11.357724801278-C,COMPLETE,COMPLETE,Approved,AR
13.2212183461458-D,16-12-2020,?CLOU344@.com,4014.43,S/Paa1-TT,COMPLETE,-0.01,3-Rebill,DENIS87@.com,0,07-10-2020,28-12-2020,28-12-2020,22-12-2020,-4014.43,29880.53,GR,14.3025620414791-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212185590603-D,16-12-2020,?OM-C341@.com,15009.52,S/Paa1-TT,PENDING_APPROVAL,-0.01,14-Rebill,LARIS156@.com,0.76,04-12-2020,28-12-2020,,,,,BE,14.4517410061483-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2212187719746-D,16-12-2020,?CLOU344@.com,36532.05,S/Paa1-TT,COMPLETE,-0.01,3-Rebill,DENIS87@.com,0.01,23-10-2020,28-12-2020,28-12-2020,22-12-2020,-36532.05,29880.53,GR,14.3025620414791-C,COMPLETE,COMPLETE,Approved,CSDM
13.221218984889-D,16-12-2020,?IREC356@.com,18308.74,S/Paa1-TT,PENDING_APPROVAL,-0.01,14-Rebill,LARIS156@.com,0.76,04-12-2020,28-12-2020,,,,,BE,14.4517410061483-C,NOTIFIED,,Pending Approval,AR
13.2212191978032-D,16-12-2020,?CLOU344@.com,29880.53,S/Paa1-TT,COMPLETE,-0.01,3-Rebill,DENIS87@.com,0.01,25-11-2020,28-12-2020,28-12-2020,22-12-2020,-29880.53,29880.53,GR,14.3025620414791-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212194107174-D,16-12-2020,?IREC348@.com,1308.62,Invoi1-TT,COMPLETE,-1308.62,32-Credit,HEMAV126@.com,0.08,07-05-2020,17-12-2020,17-12-2020,17-12-2020,-1308.62,,US,14.2576330546322-C,COMPLETE,APPROVED,Approved,AR
13.2212196236316-D,16-12-2020,?HECT375@.com,2517.93,Invoi1-TT,CANCELLED,-0.01,4-Rebill,YADIR332@.com,0,09-11-2020,16-12-2020,16-12-2020,,,,MX,14.0172370448899-C,COMPLETE,#FORCE,Rejected,Collections
13.2212198365457-D,16-12-2020,?IREC351@.com,2556801.52,C-Inv1-TT,PENDING_APPROVAL,-0.01,23-Rebill,CARLO60@.com,2.8,20-11-2020,26-12-2020,,,,,CO,14.1684840213201-C,NOTIFIED,,Pending Approval,OKS
13.2212200494598-D,16-12-2020,?IREC348@.com,1237.9,Invoi1-TT,COMPLETE,-1237.9,32-Credit,HEMAV126@.com,0.1,26-04-2020,17-12-2020,17-12-2020,17-12-2020,-1237.9,,US,14.2800024133707-C,COMPLETE,APPROVED,Approved,AR
13.2212202623738-D,16-12-2020,?IREC360@.com,2517.93,Invoi1-TT,NOT_APPROVED,-0.01,4-Rebill,YADIR332@.com,5.11,09-11-2020,16-12-2020,21-12-2020,,,,MX,14.0172370448899-C,COMPLETE,REJECTED,Rejected,AR
13.2212204752877-D,16-12-2020,?IREC360@.com,56863.17,Invoi1-TT,NOT_APPROVED,-0.01,4-Rebill,YADIR332@.com,5.11,27-10-2020,16-12-2020,21-12-2020,,,,MX,14.0172370448899-C,COMPLETE,REJECTED,Rejected,AR
13.2212206882016-D,16-12-2020,?IREC360@.com,15677.53,Invoi1-TT,COMPLETE,-0.01,4-Rebill,YADIR332@.com,0.72,27-10-2020,21-12-2020,22-12-2020,21-12-2020,-15677.53,,MX,14.0172370448899-C,COMPLETE,COMPLETE,Approved,AR
13.2212209011155-D,16-12-2020,?IREC356@.com,14065.38,Edu C1-TT,COMPLETE,-0.01,4-Rebill,RALUC255@.com,0.74,26-11-2020,21-12-2020,22-12-2020,21-12-2020,-14065.38,,IT,14.0772970624415-C,COMPLETE,COMPLETE,Approved,AR
13.2212211140293-D,16-12-2020,?IREC343@.com,86621.22,Invoi1-TT,COMPLETE,-0.01,11-Rebill,LAURA159@.com,0.8,30-11-2020,28-12-2020,,28-12-2020,-86621.22,,RO,14.1931855854485-C,NOTIFIED,,Approved,OKS
13.221221326943-D,16-12-2020,?CLOU344@.com,19635.45,S/Paa1-TT,COMPLETE,-0.01,11-Rebill,MEGHA194@.com,3,05-11-2020,25-12-2020,28-12-2020,24-12-2020,-19635.45,,AU,11.7891958604805-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212215398567-D,16-12-2020,?IREC357@.com,107.97,Proje1-TT,COMPLETE,-66.05,2-Rebill,LAVAN160@.com,2.64,23-11-2020,21-12-2020,23-12-2020,21-12-2020,-107.97,,DE,14.4932947648134-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2212217527703-D,16-12-2020,?IREC357@.com,1244.36,Proje1-TT,NOT_APPROVED,-1244.36,17-Credit,RAZVA263@.com,5.07,07-04-2020,18-12-2020,23-12-2020,,,,IE,14.475852683677-C,COMPLETE,REJECTED,Rejected,Project Accounting
13.2212219656839-D,16-12-2020,?IREC343@.com,3058.5,Invoi1-TT,COMPLETE,-0.01,3-Rebill,DENIS87@.com,0.08,09-12-2020,23-12-2020,23-12-2020,21-12-2020,-3058.5,-3058.5,GR,14.4403290853065-C,COMPLETE,COMPLETE,Approved,OKS
13.2212221785975-D,16-12-2020,?IREC343@.com,1609.16,Invoi1-TT,COMPLETE,-1609.16,9-Credit,DENIS87@.com,2.17,04-12-2020,21-12-2020,23-12-2020,21-12-2020,-1609.16,,DK,14.3167622000176-C,COMPLETE,COMPLETE,Approved,OKS
13.2212223915109-D,16-12-2020,?IREC343@.com,142.9,Invoi1-TT,COMPLETE,-142.9,9-Credit,RAZVA263@.com,3.93,18-10-2020,17-12-2020,21-12-2020,17-12-2020,-142.9,,GB,14.3924016863983-C,COMPLETE,COMPLETE,Approved,OKS
13.2212226044244-D,16-12-2020,?IREC351@.com,42975.92,Invoi1-TT,PENDING_APPROVAL,-0.01,4-Rebill,MARIO189@.com,2.41,07-12-2020,26-12-2020,,,,,MX,14.0172461561257-C,NOTIFIED,,Pending Approval,OKS
13.2212228173378-D,16-12-2020,?IREC348@.com,4884.19,Invoi1-TT,COMPLETE,-4884.19,32-Credit,MELVI197@.com,0.07,08-01-2020,17-12-2020,17-12-2020,17-12-2020,-4884.19,,US,14.2991392817027-C,COMPLETE,APPROVED,Approved,AR
13.2212230302511-D,16-12-2020,?IREC407@.com,4035.62,HGBU 1-TT,PENDING_APPROVAL,-4035.62,17-Credit,RAZVA263@.com,0.77,25-08-2017,28-12-2020,,,,,GB,14.432336398313-C,NOTIFIED,,Pending Approval,Project Accounting
13.2212232431644-D,16-12-2020,?IREC348@.com,4660.29,Invoi1-TT,COMPLETE,-4660.29,32-Credit,MELVI197@.com,0.03,07-05-2020,17-12-2020,17-12-2020,17-12-2020,-4660.29,,US,14.3521505534493-C,COMPLETE,APPROVED,Approved,AR
13.2212234560776-D,16-12-2020,?IREC357@.com,35.4,Proje1-TT,PENDING_APPROVAL,-35.4,17-Credit,RAZVA263@.com,0.77,24-04-2018,28-12-2020,,,,,GB,14.432336398313-C,NOTIFIED,,Pending Approval,Project Accounting
13.2212236689908-D,16-12-2020,?IREC348@.com,4460.29,Invoi1-TT,COMPLETE,-4460.29,32-Credit,MELVI197@.com,0.16,11-01-2020,18-12-2020,18-12-2020,18-12-2020,-4460.29,,US,14.3309045017158-C,COMPLETE,APPROVED,Approved,AR
13.2212238819039-D,16-12-2020,?IREC343@.com,13250.1,Invoi1-TT,COMPLETE,-0.01,3-Rebill,DIANA91@.com,0.12,31-03-2020,21-12-2020,21-12-2020,18-12-2020,-13250.1,13250.1,SE,14.2085004666352-C,COMPLETE,COMPLETE,Approved,OKS
13.2212240948169-D,16-12-2020,?IREC357@.com,467.93,Proje1-TT,COMPLETE,-467.93,17-Credit,RAZVA263@.com,0.01,24-04-2018,24-12-2020,24-12-2020,24-12-2020,-467.93,,GB,14.432336398313-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2212243077299-D,16-12-2020,?IREC357@.com,1266.99,Proje1-TT,COMPLETE,-1266.99,17-Credit,RAZVA263@.com,0.01,24-04-2018,24-12-2020,24-12-2020,24-12-2020,-1266.99,,GB,14.432336398313-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2212245206429-D,16-12-2020,?IREC343@.com,13250.1,Invoi1-TT,COMPLETE,-0.01,3-Rebill,DIANA91@.com,0.11,06-12-2019,21-12-2020,21-12-2020,18-12-2020,-13250.1,13250.1,SE,14.2085004666352-C,COMPLETE,COMPLETE,Approved,OKS
13.2212247335558-D,16-12-2020,?CLOU344@.com,704.01,S/Paa1-TT,COMPLETE,-704.01,16-Credit,ANUSH41@.com,2.94,05-08-2020,18-12-2020,21-12-2020,18-12-2020,-704.01,,US,#VALUE!,COMPLETE,COMPLETE,Approved,CSDM
13.2212249464687-D,16-12-2020,?IREC343@.com,180.44,Invoi1-TT,COMPLETE,-180.44,9-Credit,RAZVA263@.com,1.18,07-12-2020,22-12-2020,23-12-2020,22-12-2020,-180.44,,GB,14.3921590031976-C,COMPLETE,COMPLETE,Approved,OKS
13.2212251593815-D,16-12-2020,?CLOU344@.com,16468.52,S/Paa1-TT,COMPLETE,-0.01,4-Rebill,MAHAT174@.com,1,05-11-2020,23-12-2020,24-12-2020,22-12-2020,-16468.52,16468.52,BR,14.4776448889895-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212253722942-D,16-12-2020,?IREC348@.com,1218.01,Invoi1-TT,COMPLETE,-1218.01,32-Credit,MELVI197@.com,0.03,08-03-2020,18-12-2020,18-12-2020,18-12-2020,-1218.01,,US,14.2413618247921-C,COMPLETE,APPROVED,Approved,AR
13.2212255852069-D,16-12-2020,?IREC348@.com,1121.12,Invoi1-TT,COMPLETE,-1121.12,32-Credit,MELVI197@.com,0.03,29-04-2020,18-12-2020,18-12-2020,18-12-2020,-1121.12,,US,14.4805222412777-C,COMPLETE,APPROVED,Approved,AR
13.2212257981196-D,16-12-2020,?IREC348@.com,1028.42,Invoi1-TT,COMPLETE,-1028.42,32-Credit,MELVI197@.com,0.12,06-04-2020,18-12-2020,18-12-2020,18-12-2020,-1028.42,,US,14.1541288219042-C,COMPLETE,APPROVED,Approved,AR
13.2212260110322-D,16-12-2020,?IREC348@.com,963.79,Invoi1-TT,COMPLETE,-963.79,32-Credit,MELVI197@.com,0.03,07-05-2020,18-12-2020,18-12-2020,18-12-2020,-963.79,,US,14.3191576046708-C,COMPLETE,APPROVED,Approved,AR
13.2212262239447-D,16-12-2020,?IREC348@.com,766.08,Invoi1-TT,COMPLETE,-766.08,32-Credit,MELVI197@.com,0.17,24-04-2020,17-12-2020,17-12-2020,17-12-2020,-766.08,,US,14.3818397895603-C,COMPLETE,APPROVED,Approved,AR
13.2212264368572-D,16-12-2020,?IREC348@.com,731.63,Invoi1-TT,COMPLETE,-731.63,32-Credit,MELVI197@.com,0.03,06-04-2020,18-12-2020,18-12-2020,18-12-2020,-731.63,,US,14.2786389864261-C,COMPLETE,APPROVED,Approved,AR
13.2212266497696-D,16-12-2020,?IREC346@.com,457868.4,S/Paa1-TT,PENDING_APPROVAL,-0.01,11-Rebill,AISWA7@.com,7.25,26-11-2020,21-12-2020,,,,,AU,14.5151317192517-C,NOTIFIED,,Pending Approval,AR
13.221226862682-D,16-12-2020,?IREC358@.com,48.24,Lic C1-TT,COMPLETE,-48.24,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-48.24,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212270755944-D,16-12-2020,?IREC358@.com,48.24,Lic C1-TT,COMPLETE,-48.24,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-48.24,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212272885067-D,16-12-2020,?IREC358@.com,48.24,Lic C1-TT,COMPLETE,-48.24,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-48.24,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212275014189-D,16-12-2020,?IREC358@.com,96.48,Lic C1-TT,COMPLETE,-96.48,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-96.48,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212277143311-D,16-12-2020,?IREC358@.com,96.48,Lic C1-TT,COMPLETE,-96.48,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-96.48,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212279272432-D,16-12-2020,?IREC358@.com,96.48,Lic C1-TT,COMPLETE,-96.48,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-96.48,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212281401553-D,16-12-2020,ALESS9@.com,1379.09,Lic C1-TT,CANCELLED,-1188.86,13-Credit,ALESS9@.com,0.01,29-10-2020,16-12-2020,16-12-2020,,,,DE,14.0634964244126-C,COMPLETE,REJECTED,Rejected,Collections
13.2212283530673-D,16-12-2020,?IREC358@.com,96.48,Lic C1-TT,COMPLETE,-96.48,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-96.48,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212285659793-D,16-12-2020,?IREC358@.com,144.72,Lic C1-TT,COMPLETE,-144.72,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-144.72,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.2212287788912-D,16-12-2020,?IREC358@.com,1379.09,Lic C1-TT,COMPLETE,-1379.09,13-Credit,ALESS9@.com,2.87,29-10-2020,18-12-2020,20-12-2020,20-12-2020,-1379.09,,DE,14.0634964244126-C,COMPLETE,COMPLETED,Approved,Cash Apps
13.221228991803-D,16-12-2020,?IREC348@.com,1975.59,Invoi1-TT,COMPLETE,-1975.59,32-Credit,IMAN.128@.com,0.16,06-04-2020,18-12-2020,18-12-2020,18-12-2020,-1975.59,,US,14.3301698934565-C,COMPLETE,APPROVED,Approved,AR
13.2212292047148-D,16-12-2020,?IREC359@.com,160736151,Proje1-TT,COMPLETE,-1,4-Rebill,BREND58@.com,0.06,09-12-2020,24-12-2020,24-12-2020,17-12-2020,-160736151,,CL,14.3747615868634-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2212294176266-D,16-12-2020,?IREC348@.com,1794.11,Invoi1-TT,COMPLETE,-1794.11,32-Credit,IMAN.128@.com,0.16,21-01-2020,18-12-2020,18-12-2020,18-12-2020,-1794.11,,US,14.3674452246579-C,COMPLETE,APPROVED,Approved,AR
13.2212296305383-D,16-12-2020,?IREC348@.com,1660.72,Invoi1-TT,COMPLETE,-1660.72,32-Credit,IMAN.128@.com,0.15,27-02-2020,17-12-2020,17-12-2020,17-12-2020,-1660.72,,US,14.4541398004522-C,COMPLETE,APPROVED,Approved,AR
13.22122984345-D,16-12-2020,?IREC348@.com,1524.85,Invoi1-TT,COMPLETE,-1524.85,32-Credit,IMAN.128@.com,0.16,18-04-2020,18-12-2020,18-12-2020,18-12-2020,-1524.85,,US,14.3968609601053-C,COMPLETE,APPROVED,Approved,AR
13.2212300563616-D,16-12-2020,?IREC348@.com,1441.9,Invoi1-TT,COMPLETE,-1441.9,32-Credit,IMAN.128@.com,0.24,30-04-2020,17-12-2020,17-12-2020,17-12-2020,-1441.9,,US,11.4802119701696-C,COMPLETE,APPROVED,Approved,AR
13.2212302692731-D,16-12-2020,?IREC348@.com,1294.92,Invoi1-TT,COMPLETE,-1294.92,32-Credit,IMAN.128@.com,0.15,28-02-2020,17-12-2020,17-12-2020,17-12-2020,-1294.92,,US,14.2910442893618-C,COMPLETE,APPROVED,Approved,AR
13.2212304821846-D,16-12-2020,?CLOU344@.com,12444.48,S/Paa1-TT,COMPLETE,-12444.48,32-Credit,WILLI328@.com,3.98,07-08-2020,17-12-2020,21-12-2020,17-12-2020,-12444.48,,BR,14.4588893885069-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212306950961-D,16-12-2020,?IREC348@.com,1220.3,Invoi1-TT,COMPLETE,-1220.3,32-Credit,IMAN.128@.com,0.22,12-05-2020,17-12-2020,17-12-2020,17-12-2020,-1220.3,,US,14.1461584583851-C,COMPLETE,APPROVED,Approved,AR
13.2212309080075-D,16-12-2020,?IREC348@.com,1131.06,Invoi1-TT,COMPLETE,-1131.06,32-Credit,IMAN.128@.com,0.12,22-02-2020,18-12-2020,18-12-2020,18-12-2020,-1131.06,,US,10.8195721609299-C,COMPLETE,APPROVED,Approved,AR
13.2212311209188-D,16-12-2020,?IREC348@.com,1031.1,Invoi1-TT,COMPLETE,-1031.1,32-Credit,IMAN.128@.com,0.1,10-04-2020,18-12-2020,18-12-2020,18-12-2020,-1031.1,,US,14.3438214383833-C,COMPLETE,APPROVED,Approved,AR
13.2212313338301-D,16-12-2020,?IREC348@.com,970.94,Invoi1-TT,COMPLETE,-970.94,32-Credit,IMAN.128@.com,0.04,07-06-2019,17-12-2020,17-12-2020,17-12-2020,-970.94,,US,#VALUE!,COMPLETE,APPROVED,Approved,AR
13.2212315467413-D,16-12-2020,?CLOU344@.com,2178.04,S/Paa1-TT,COMPLETE,-2178.04,16-Credit,WILLI328@.com,1.03,05-02-2020,22-12-2020,23-12-2020,22-12-2020,-2178.04,,BR,14.4993655195733-C,COMPLETE,COMPLETE,Approved,CSDM
